domain_pair	domain_1	domain_2	domain_desc_1	domain_desc_2	absolute_number	freq
FG-GAP--Integrin_alpha	FG-GAP	Integrin_alpha	FG-GAPrepeat	Integrinalphacytoplasmicregion	9	0.000445390211312911
FG-GAP--Integrin_alpha2	FG-GAP	Integrin_alpha2	FG-GAPrepeat	Integrinalpha	18	0.000890780422625823
Integrin_alpha--Integrin_alpha2	Integrin_alpha	Integrin_alpha2	Integrinalphacytoplasmicregion	Integrinalpha	9	0.000445390211312911
EGF_2--Integrin_b_cyt	EGF_2	Integrin_b_cyt	EGF-likedomain	Integrinbetacytoplasmicdomain	5	0.000247439006284951
Calx-beta--Integrin_beta	Calx-beta	Integrin_beta	Calx-betadomain	IntegrinbetachainVWAdomain	1	4.94878012569901e-05
EGF_2--Integrin_beta	EGF_2	Integrin_beta	EGF-likedomain	IntegrinbetachainVWAdomain	7	0.000346414608798931
Integrin_B_tail--Integrin_beta	Integrin_B_tail	Integrin_beta	Integrinbetataildomain	IntegrinbetachainVWAdomain	7	0.000346414608798931
Integrin_b_cyt--Integrin_beta	Integrin_b_cyt	Integrin_beta	Integrinbetacytoplasmicdomain	IntegrinbetachainVWAdomain	7	0.000346414608798931
fn3--Integrin_beta	fn3	Integrin_beta	FibronectintypeIIIdomain	IntegrinbetachainVWAdomain	1	4.94878012569901e-05
IL6Ra-bind--Interfer-bind	IL6Ra-bind	Interfer-bind	Interleukin-6receptoralphachain,binding	Interferon-alpha/betareceptor,fibronectintypeIII	1	4.94878012569901e-05
Interfer-bind--Interfer-bind	Interfer-bind	Interfer-bind	Interferon-alpha/betareceptor,fibronectintypeIII	Interferon-alpha/betareceptor,fibronectintypeIII	2	9.89756025139803e-05
Involucrin--Involucrin	Involucrin	Involucrin	Involucrinrepeat	Involucrinrepeat	1	4.94878012569901e-05
Involucrin--Involucrin_N	Involucrin	Involucrin_N	Involucrinrepeat	InvolucrinofsquamousepitheliaN-terminus	1	4.94878012569901e-05
Alpha_kinase--Ion_trans	Alpha_kinase	Ion_trans	Alpha-kinasefamily	Iontransportprotein	2	9.89756025139803e-05
Ank--Ion_trans	Ank	Ion_trans	Ankyrinrepeat	Iontransportprotein	3	0.00014846340377097
Ank_2--Ion_trans	Ank_2	Ion_trans	Ankyrinrepeats(3copies)	Iontransportprotein	10	0.000494878012569902
BK_channel_a--Ion_trans	BK_channel_a	Ion_trans	Calcium-activatedBKpotassiumchannelalphasubunit	Iontransportprotein	2	9.89756025139803e-05
BTB_2--Ion_trans	BTB_2	Ion_trans	BTB/POZdomain	Iontransportprotein	27	0.00133617063393873
CAC1F_C--Ion_trans	CAC1F_C	Ion_trans	Voltage-gatedcalciumchannelsubunitalpha,C-term	Iontransportprotein	3	0.00014846340377097
CLZ--Ion_trans	CLZ	Ion_trans	C-terminalleucinezipperdomainofcyclicnucleotide-gatedchannels	Iontransportprotein	4	0.000197951205027961
Ca_chan_IQ--Ion_trans	Ca_chan_IQ	Ion_trans	VoltagegatedcalciumchannelIQdomain	Iontransportprotein	7	0.000346414608798931
DUF3399--Ion_trans	DUF3399	Ion_trans	Domainofunknownfunction(DUF3399)	Iontransportprotein	3	0.00014846340377097
EF-hand_8--Ion_trans	EF-hand_8	Ion_trans	EF-handdomainpair	Iontransportprotein	2	9.89756025139803e-05
GPHH--Ion_trans	GPHH	Ion_trans	Voltage-dependentL-typecalciumchannel,IQ-associated	Iontransportprotein	7	0.000346414608798931
Ins145_P3_rec--Ion_trans	Ins145_P3_rec	Ion_trans	Inositol1,4,5-trisphosphate/ryanodinereceptor	Iontransportprotein	6	0.000296926807541941
Ion_trans--Ion_trans	Ion_trans	Ion_trans	Iontransportprotein	Iontransportprotein	23	0.00113821942891077
cNMP_binding--Ion_trans	cNMP_binding	Ion_trans	Cyclicnucleotide-bindingdomain	Iontransportprotein	16	0.000791804820111842
BK_channel_a--Ion_trans_2	BK_channel_a	Ion_trans_2	Calcium-activatedBKpotassiumchannelalphasubunit	Ionchannel	2	9.89756025139803e-05
CaMBD--Ion_trans_2	CaMBD	Ion_trans_2	Calmodulinbindingdomain	Ionchannel	4	0.000197951205027961
Ion_trans_2--Ion_trans_2	Ion_trans_2	Ion_trans_2	Ionchannel	Ionchannel	15	0.000742317018854852
Ion_trans--Ion_trans_N	Ion_trans	Ion_trans_N	Iontransportprotein	IontransportproteinN-terminal	4	0.000197951205027961
cNMP_binding--Ion_trans_N	cNMP_binding	Ion_trans_N	Cyclicnucleotide-bindingdomain	IontransportproteinN-terminal	4	0.000197951205027961
Iso_dh--Iso_dh	Iso_dh	Iso_dh	Isocitrate/isopropylmalatedehydrogenase	Isocitrate/isopropylmalatedehydrogenase	1	4.94878012569901e-05
IZUMO--Izumo-Ig	IZUMO	Izumo-Ig	Izumosperm-eggfusion,Igdomain-associated	Izumo-likeImmunoglobulindomain	1	4.94878012569901e-05
DnaJ--Jiv90	DnaJ	Jiv90	DnaJdomain	Cleavageinducingmolecularchaperone	2	9.89756025139803e-05
ARID--JmjC	ARID	JmjC	ARID/BRIGHTDNAbindingdomain	JmjCdomain,hydroxylase	5	0.000247439006284951
F-box--JmjC	F-box	JmjC	F-boxdomain	JmjCdomain,hydroxylase	2	9.89756025139803e-05
ARID--JmjN	ARID	JmjN	ARID/BRIGHTDNAbindingdomain	jmjNdomain	5	0.000247439006284951
JmjC--JmjN	JmjC	JmjN	JmjCdomain,hydroxylase	jmjNdomain	11	0.000544365813826892
JIP_LZII--Jnk-SapK_ap_N	JIP_LZII	Jnk-SapK_ap_N	JNK-interactingproteinleucinezipperII	JNK_SAPK-associatedprotein-1	2	9.89756025139803e-05
Josephin--Josephin	Josephin	Josephin	Josephin	Josephin	3	0.00014846340377097
bZIP_1--Jun	bZIP_1	Jun	bZIPtranscriptionfactor	Jun-liketranscriptionfactor	3	0.00014846340377097
Ank_2--KAP_NTPase	Ank_2	KAP_NTPase	Ankyrinrepeats(3copies)	KAPfamilyP-loopdomain	1	4.94878012569901e-05
Ank_4--KAP_NTPase	Ank_4	KAP_NTPase	Ankyrinrepeats(manycopies)	KAPfamilyP-loopdomain	1	4.94878012569901e-05
CH--KASH	CH	KASH	Calponinhomology(CH)domain	Nuclearenvelopelocalisationdomain	2	9.89756025139803e-05
EF-hand_9--KASH_CCD	EF-hand_9	KASH_CCD	EF-handdomain	Coiled-coilregionofCCDC155orKASH	2	9.89756025139803e-05
ADH_zinc_N--KAsynt_C_assoc	ADH_zinc_N	KAsynt_C_assoc	Zinc-bindingdehydrogenase	Ketoacyl-synthetaseC-terminalextension	1	4.94878012569901e-05
Acyl_transf_1--KAsynt_C_assoc	Acyl_transf_1	KAsynt_C_assoc	Acyltransferasedomain	Ketoacyl-synthetaseC-terminalextension	1	4.94878012569901e-05
Ion_trans--KCNQ2_u3	Ion_trans	KCNQ2_u3	Iontransportprotein	UnstructuredregiononPotassiumchannelsubunitalphaKvLQT2	1	4.94878012569901e-05
KCNQ_channel--KCNQ2_u3	KCNQ_channel	KCNQ2_u3	KCNQvoltage-gatedpotassiumchannel	UnstructuredregiononPotassiumchannelsubunitalphaKvLQT2	1	4.94878012569901e-05
Ion_trans--KCNQC3-Ank-G_bd	Ion_trans	KCNQC3-Ank-G_bd	Iontransportprotein	Ankyrin-GbindingmotifofKCNQ2-3	2	9.89756025139803e-05
KCNQ2_u3--KCNQC3-Ank-G_bd	KCNQ2_u3	KCNQC3-Ank-G_bd	UnstructuredregiononPotassiumchannelsubunitalphaKvLQT2	Ankyrin-GbindingmotifofKCNQ2-3	1	4.94878012569901e-05
KCNQ_channel--KCNQC3-Ank-G_bd	KCNQ_channel	KCNQC3-Ank-G_bd	KCNQvoltage-gatedpotassiumchannel	Ankyrin-GbindingmotifofKCNQ2-3	2	9.89756025139803e-05
Ion_trans--KCNQ_channel	Ion_trans	KCNQ_channel	Iontransportprotein	KCNQvoltage-gatedpotassiumchannel	5	0.000247439006284951
C1_1--KELK	C1_1	KELK	Phorbolesters/diacylglycerolbindingdomain(C1domain)	KELK-motifcontainingdomainofMRCKSer/Thrproteinkinase	2	9.89756025139803e-05
CNH--KELK	CNH	KELK	CNHdomain	KELK-motifcontainingdomainofMRCKSer/Thrproteinkinase	2	9.89756025139803e-05
DMPK_coil--KELK	DMPK_coil	KELK	DMPKcoiledcoildomainlike	KELK-motifcontainingdomainofMRCKSer/Thrproteinkinase	2	9.89756025139803e-05
BTB_2--KHA	BTB_2	KHA	BTB/POZdomain	KHA,dimerisationdomainofpotassiumionchannel	1	4.94878012569901e-05
AKAP7_NLS--KH_1	AKAP7_NLS	KH_1	AKAP72'5'RNAligase-likedomain	KHdomain	1	4.94878012569901e-05
Agenet--KH_1	Agenet	KH_1	Agenetdomain	KHdomain	3	0.00014846340377097
Ank_2--KH_1	Ank_2	KH_1	Ankyrinrepeats(3copies)	KHdomain	3	0.00014846340377097
DEAD--KH_1	DEAD	KH_1	DEAD/DEAHboxhelicase	KHdomain	2	9.89756025139803e-05
DUF1897--KH_1	DUF1897	KH_1	Domainofunknownfunction(DUF1897)	KHdomain	2	9.89756025139803e-05
FXMRP1_C_core--KH_1	FXMRP1_C_core	KH_1	FragileX-related1proteincoreCterminal	KHdomain	3	0.00014846340377097
FXMR_C2--KH_1	FXMR_C2	KH_1	FragileX-relatedmentalretardationproteinC-terminalregion2	KHdomain	1	4.94878012569901e-05
FXR_C1--KH_1	FXR_C1	KH_1	FragileX-related1proteinC-terminalregion2	KHdomain	2	9.89756025139803e-05
FXR_C3--KH_1	FXR_C3	KH_1	FragileX-related1proteinC-terminalregion3	KHdomain	1	4.94878012569901e-05
Helicase_C--KH_1	Helicase_C	KH_1	HelicaseconservedC-terminaldomain	KHdomain	2	9.89756025139803e-05
KH_1--KH_1	KH_1	KH_1	KHdomain	KHdomain	23	0.00113821942891077
ECR1_N--KH_6	ECR1_N	KH_6	ExosomecomplexexonucleaseRRP4N-terminalregion	KHdomain	1	4.94878012569901e-05
FHA--KI67R	FHA	KI67R	FHAdomain	KI67R(NUC007)repeat	1	4.94878012569901e-05
KI67R--KI67R	KI67R	KI67R	KI67R(NUC007)repeat	KI67R(NUC007)repeat	1	4.94878012569901e-05
CAP_GLY--KIF1B	CAP_GLY	KIF1B	CAP-Glydomain	Kinesinprotein1B	1	4.94878012569901e-05
DUF3694--KIF1B	DUF3694	KIF1B	Kinesinprotein	Kinesinprotein1B	4	0.000197951205027961
FHA--KIF1B	FHA	KIF1B	FHAdomain	Kinesinprotein1B	4	0.000197951205027961
Bromodomain--KIX	Bromodomain	KIX	Bromodomain	KIXdomain	2	9.89756025139803e-05
Creb_binding--KIX	Creb_binding	KIX	Crebbinding	KIXdomain	2	9.89756025139803e-05
DUF902--KIX	DUF902	KIX	DomainofUnknownFunction(DUF902)	KIXdomain	2	9.89756025139803e-05
HAT_KAT11--KIX	HAT_KAT11	KIX	Histoneacetylationprotein	KIXdomain	2	9.89756025139803e-05
Ank--KN_motif	Ank	KN_motif	Ankyrinrepeat	KNmotif	2	9.89756025139803e-05
Ank_2--KN_motif	Ank_2	KN_motif	Ankyrinrepeats(3copies)	KNmotif	3	0.00014846340377097
Ank_5--KN_motif	Ank_5	KN_motif	Ankyrinrepeats(manycopies)	KNmotif	2	9.89756025139803e-05
40S_S4_C--KOW	40S_S4_C	KOW	40SribosomalproteinS4C-terminus	KOWmotif	3	0.00014846340377097
G-patch_2--KOW	G-patch_2	KOW	G-patchdomain	KOWmotif	1	4.94878012569901e-05
KOW--KOW	KOW	KOW	KOWmotif	KOWmotif	1	4.94878012569901e-05
ADH_zinc_N--KR	ADH_zinc_N	KR	Zinc-bindingdehydrogenase	KRdomain	1	4.94878012569901e-05
Acyl_transf_1--KR	Acyl_transf_1	KR	Acyltransferasedomain	KRdomain	1	4.94878012569901e-05
KAsynt_C_assoc--KR	KAsynt_C_assoc	KR	Ketoacyl-synthetaseC-terminalextension	KRdomain	1	4.94878012569901e-05
Ketoacyl-synt_C--KR	Ketoacyl-synt_C	KR	Beta-ketoacylsynthase,C-terminaldomain	KRdomain	1	4.94878012569901e-05
ketoacyl-synt--KR	ketoacyl-synt	KR	Beta-ketoacylsynthase,N-terminaldomain	KRdomain	1	4.94878012569901e-05
BrkDBD--KRAB	BrkDBD	KRAB	BrinkerDNA-bindingdomain	KRABbox	1	4.94878012569901e-05
DDE_1--KRAB	DDE_1	KRAB	DDEsuperfamilyendonuclease	KRABbox	1	4.94878012569901e-05
DUF3669--KRAB	DUF3669	KRAB	Zincfingerprotein	KRABbox	6	0.000296926807541941
Dimer_Tnp_hAT--KRAB	Dimer_Tnp_hAT	KRAB	hATfamilyC-terminaldimerisationregion	KRABbox	1	4.94878012569901e-05
HTH_Tnp_Tc5--KRAB	HTH_Tnp_Tc5	KRAB	Tc5transposaseDNA-bindingdomain	KRABbox	1	4.94878012569901e-05
KRAB--KRAB	KRAB	KRAB	KRABbox	KRABbox	8	0.000395902410055921
KRAB--KRBA1	KRAB	KRBA1	KRABbox	KRBA1familyrepeat	1	4.94878012569901e-05
KRBA1--KRBA1	KRBA1	KRBA1	KRBA1familyrepeat	KRBA1familyrepeat	1	4.94878012569901e-05
BTB_2--K_channel_TID	BTB_2	K_channel_TID	BTB/POZdomain	PotassiumchannelKv1.4tandeminactivationdomain	1	4.94878012569901e-05
Ion_trans--K_channel_TID	Ion_trans	K_channel_TID	Iontransportprotein	PotassiumchannelKv1.4tandeminactivationdomain	1	4.94878012569901e-05
EGF--Kazal_1	EGF	Kazal_1	EGF-likedomain	Kazal-typeserineproteaseinhibitordomain	1	4.94878012569901e-05
FOLN--Kazal_1	FOLN	Kazal_1	Follistatin/Osteonectin-likeEGFdomain	Kazal-typeserineproteaseinhibitordomain	2	9.89756025139803e-05
I-set--Kazal_1	I-set	Kazal_1	ImmunoglobulinI-setdomain	Kazal-typeserineproteaseinhibitordomain	1	4.94878012569901e-05
IGFBP--Kazal_1	IGFBP	Kazal_1	Insulin-likegrowthfactorbindingprotein	Kazal-typeserineproteaseinhibitordomain	1	4.94878012569901e-05
Kazal_1--Kazal_1	Kazal_1	Kazal_1	Kazal-typeserineproteaseinhibitordomain	Kazal-typeserineproteaseinhibitordomain	2	9.89756025139803e-05
A2M--Kazal_2	A2M	Kazal_2	Alpha-2-macroglobulinfamily	Kazal-typeserineproteaseinhibitordomain	1	4.94878012569901e-05
A2M_N--Kazal_2	A2M_N	Kazal_2	MG2domain	Kazal-typeserineproteaseinhibitordomain	1	4.94878012569901e-05
A2M_N_2--Kazal_2	A2M_N_2	Kazal_2	Alpha-2-macroglobulinbaitregiondomain	Kazal-typeserineproteaseinhibitordomain	1	4.94878012569901e-05
A2M_comp--Kazal_2	A2M_comp	Kazal_2	A-macroglobulinTEDdomain	Kazal-typeserineproteaseinhibitordomain	1	4.94878012569901e-05
A2M_recep--Kazal_2	A2M_recep	Kazal_2	A-macroglobulinreceptorbindingdomain	Kazal-typeserineproteaseinhibitordomain	1	4.94878012569901e-05
EGF--Kazal_2	EGF	Kazal_2	EGF-likedomain	Kazal-typeserineproteaseinhibitordomain	1	4.94878012569901e-05
FOLN--Kazal_2	FOLN	Kazal_2	Follistatin/Osteonectin-likeEGFdomain	Kazal-typeserineproteaseinhibitordomain	3	0.00014846340377097
I-set--Kazal_2	I-set	Kazal_2	ImmunoglobulinI-setdomain	Kazal-typeserineproteaseinhibitordomain	2	9.89756025139803e-05
IGFBP--Kazal_2	IGFBP	Kazal_2	Insulin-likegrowthfactorbindingprotein	Kazal-typeserineproteaseinhibitordomain	5	0.000247439006284951
Ig_3--Kazal_2	Ig_3	Kazal_2	Immunoglobulindomain	Kazal-typeserineproteaseinhibitordomain	3	0.00014846340377097
Kazal_1--Kazal_2	Kazal_1	Kazal_2	Kazal-typeserineproteaseinhibitordomain	Kazal-typeserineproteaseinhibitordomain	2	9.89756025139803e-05
Kazal_2--Kazal_2	Kazal_2	Kazal_2	Kazal-typeserineproteaseinhibitordomain	Kazal-typeserineproteaseinhibitordomain	8	0.000395902410055921
CaKB--KcnmB2_inactiv	CaKB	KcnmB2_inactiv	Calcium-activatedpotassiumchannel,betasubunit	KCNMB2,ballandchaindomain	2	9.89756025139803e-05
BACK--Kelch_1	BACK	Kelch_1	BTBAndC-terminalKelch	Kelchmotif	49	0.00242490226159252
BBL5--Kelch_1	BBL5	Kelch_1	Bardet-Biedlsyndrome5protein	Kelchmotif	1	4.94878012569901e-05
BTB--Kelch_1	BTB	Kelch_1	BTB/POZdomain	Kelchmotif	51	0.0025238778641065
CUB--Kelch_1	CUB	Kelch_1	CUBdomain	Kelchmotif	2	9.89756025139803e-05
EGF_2--Kelch_1	EGF_2	Kelch_1	EGF-likedomain	Kelchmotif	1	4.94878012569901e-05
Kelch_1--Kelch_1	Kelch_1	Kelch_1	Kelchmotif	Kelchmotif	53	0.00262285346662048
BTB--Kelch_2	BTB	Kelch_2	BTB/POZdomain	Kelchmotif	1	4.94878012569901e-05
F-box-like--Kelch_2	F-box-like	Kelch_2	F-box-like	Kelchmotif	1	4.94878012569901e-05
Kelch_1--Kelch_2	Kelch_1	Kelch_2	Kelchmotif	Kelchmotif	2	9.89756025139803e-05
Kelch_2--Kelch_2	Kelch_2	Kelch_2	Kelchmotif	Kelchmotif	2	9.89756025139803e-05
BACK--Kelch_3	BACK	Kelch_3	BTBAndC-terminalKelch	Galactoseoxidase,centraldomain	1	4.94878012569901e-05
BTB--Kelch_3	BTB	Kelch_3	BTB/POZdomain	Galactoseoxidase,centraldomain	1	4.94878012569901e-05
F-box-like--Kelch_3	F-box-like	Kelch_3	F-box-like	Galactoseoxidase,centraldomain	1	4.94878012569901e-05
Kelch_1--Kelch_3	Kelch_1	Kelch_3	Kelchmotif	Galactoseoxidase,centraldomain	5	0.000247439006284951
Kelch_2--Kelch_3	Kelch_2	Kelch_3	Kelchmotif	Galactoseoxidase,centraldomain	3	0.00014846340377097
Kelch_3--Kelch_3	Kelch_3	Kelch_3	Galactoseoxidase,centraldomain	Galactoseoxidase,centraldomain	3	0.00014846340377097
BACK--Kelch_4	BACK	Kelch_4	BTBAndC-terminalKelch	Galactoseoxidase,centraldomain	1	4.94878012569901e-05
BTB--Kelch_4	BTB	Kelch_4	BTB/POZdomain	Galactoseoxidase,centraldomain	2	9.89756025139803e-05
CUB--Kelch_4	CUB	Kelch_4	CUBdomain	Galactoseoxidase,centraldomain	2	9.89756025139803e-05
EGF_2--Kelch_4	EGF_2	Kelch_4	EGF-likedomain	Galactoseoxidase,centraldomain	1	4.94878012569901e-05
EGF_3--Kelch_4	EGF_3	Kelch_4	EGFdomain	Galactoseoxidase,centraldomain	1	4.94878012569901e-05
EGF_CA--Kelch_4	EGF_CA	Kelch_4	Calcium-bindingEGFdomain	Galactoseoxidase,centraldomain	1	4.94878012569901e-05
Kelch_1--Kelch_4	Kelch_1	Kelch_4	Kelchmotif	Galactoseoxidase,centraldomain	4	0.000197951205027961
Kelch_2--Kelch_4	Kelch_2	Kelch_4	Kelchmotif	Galactoseoxidase,centraldomain	3	0.00014846340377097
Kelch_3--Kelch_4	Kelch_3	Kelch_4	Galactoseoxidase,centraldomain	Galactoseoxidase,centraldomain	1	4.94878012569901e-05
Kelch_4--Kelch_4	Kelch_4	Kelch_4	Galactoseoxidase,centraldomain	Galactoseoxidase,centraldomain	5	0.000247439006284951
CUB--Kelch_5	CUB	Kelch_5	CUBdomain	Kelchmotif	1	4.94878012569901e-05
EGF_2--Kelch_5	EGF_2	Kelch_5	EGF-likedomain	Kelchmotif	1	4.94878012569901e-05
Kelch_1--Kelch_5	Kelch_1	Kelch_5	Kelchmotif	Kelchmotif	2	9.89756025139803e-05
Kelch_3--Kelch_5	Kelch_3	Kelch_5	Galactoseoxidase,centraldomain	Kelchmotif	1	4.94878012569901e-05
Kelch_4--Kelch_5	Kelch_4	Kelch_5	Galactoseoxidase,centraldomain	Kelchmotif	2	9.89756025139803e-05
Kelch_5--Kelch_5	Kelch_5	Kelch_5	Kelchmotif	Kelchmotif	1	4.94878012569901e-05
BACK--Kelch_6	BACK	Kelch_6	BTBAndC-terminalKelch	Kelchmotif	5	0.000247439006284951
BTB--Kelch_6	BTB	Kelch_6	BTB/POZdomain	Kelchmotif	5	0.000247439006284951
CUB--Kelch_6	CUB	Kelch_6	CUBdomain	Kelchmotif	1	4.94878012569901e-05
Kelch_1--Kelch_6	Kelch_1	Kelch_6	Kelchmotif	Kelchmotif	6	0.000296926807541941
Kelch_2--Kelch_6	Kelch_2	Kelch_6	Kelchmotif	Kelchmotif	1	4.94878012569901e-05
Kelch_3--Kelch_6	Kelch_3	Kelch_6	Galactoseoxidase,centraldomain	Kelchmotif	1	4.94878012569901e-05
Kelch_4--Kelch_6	Kelch_4	Kelch_6	Galactoseoxidase,centraldomain	Kelchmotif	2	9.89756025139803e-05
Kelch_5--Kelch_6	Kelch_5	Kelch_6	Kelchmotif	Kelchmotif	1	4.94878012569901e-05
Kelch_6--Kelch_6	Kelch_6	Kelch_6	Kelchmotif	Kelchmotif	1	4.94878012569901e-05
Filament--Keratin_2_head	Filament	Keratin_2_head	Intermediatefilamentprotein	KeratintypeIIhead	26	0.00128668283268174
Keratin_2_head--Keratin_2_head	Keratin_2_head	Keratin_2_head	KeratintypeIIhead	KeratintypeIIhead	3	0.00014846340377097
Filament--Keratin_2_tail	Filament	Keratin_2_tail	Intermediatefilamentprotein	KeratintypeIIcytoskeletal1tail	1	4.94878012569901e-05
Keratin_2_head--Keratin_2_tail	Keratin_2_head	Keratin_2_tail	KeratintypeIIhead	KeratintypeIIcytoskeletal1tail	1	4.94878012569901e-05
Keratin_B2--Keratin_B2	Keratin_B2	Keratin_B2	Keratin,highsulfurB2protein	Keratin,highsulfurB2protein	2	9.89756025139803e-05
Keratin_B2--Keratin_B2_2	Keratin_B2	Keratin_B2_2	Keratin,highsulfurB2protein	Keratin,highsulfurB2protein	3	0.00014846340377097
Keratin_B2_2--Keratin_B2_2	Keratin_B2_2	Keratin_B2_2	Keratin,highsulfurB2protein	Keratin,highsulfurB2protein	31	0.00153412183896669
ADH_zinc_N--Ketoacyl-synt_C	ADH_zinc_N	Ketoacyl-synt_C	Zinc-bindingdehydrogenase	Beta-ketoacylsynthase,C-terminaldomain	1	4.94878012569901e-05
Acyl_transf_1--Ketoacyl-synt_C	Acyl_transf_1	Ketoacyl-synt_C	Acyltransferasedomain	Beta-ketoacylsynthase,C-terminaldomain	1	4.94878012569901e-05
KAsynt_C_assoc--Ketoacyl-synt_C	KAsynt_C_assoc	Ketoacyl-synt_C	Ketoacyl-synthetaseC-terminalextension	Beta-ketoacylsynthase,C-terminaldomain	1	4.94878012569901e-05
ketoacyl-synt--Ketoacyl-synt_C	ketoacyl-synt	Ketoacyl-synt_C	Beta-ketoacylsynthase,N-terminaldomain	Beta-ketoacylsynthase,C-terminaldomain	2	9.89756025139803e-05
CAP_GLY--Kinesin	CAP_GLY	Kinesin	CAP-Glydomain	Kinesinmotordomain	1	4.94878012569901e-05
DUF3694--Kinesin	DUF3694	Kinesin	Kinesinprotein	Kinesinmotordomain	4	0.000197951205027961
FHA--Kinesin	FHA	Kinesin	FHAdomain	Kinesinmotordomain	8	0.000395902410055921
HHH_3--Kinesin	HHH_3	Kinesin	Helix-hairpin-helixmotif	Kinesinmotordomain	1	4.94878012569901e-05
HMMR_C--Kinesin	HMMR_C	Kinesin	HyaluronanmediatedmotilityreceptorC-terminal	Kinesinmotordomain	1	4.94878012569901e-05
KIF1B--Kinesin	KIF1B	Kinesin	Kinesinprotein1B	Kinesinmotordomain	4	0.000197951205027961
Kinesin--Kinesin	Kinesin	Kinesin	Kinesinmotordomain	Kinesinmotordomain	1	4.94878012569901e-05
CAP_GLY--Kinesin_assoc	CAP_GLY	Kinesin_assoc	CAP-Glydomain	Kinesin-associated	1	4.94878012569901e-05
DUF3694--Kinesin_assoc	DUF3694	Kinesin_assoc	Kinesinprotein	Kinesin-associated	4	0.000197951205027961
FHA--Kinesin_assoc	FHA	Kinesin_assoc	FHAdomain	Kinesin-associated	6	0.000296926807541941
KIF1B--Kinesin_assoc	KIF1B	Kinesin_assoc	Kinesinprotein1B	Kinesin-associated	4	0.000197951205027961
Kinesin--Kinesin_assoc	Kinesin	Kinesin_assoc	Kinesinmotordomain	Kinesin-associated	6	0.000296926807541941
Kinesin_assoc--Kinesin_assoc	Kinesin_assoc	Kinesin_assoc	Kinesin-associated	Kinesin-associated	1	4.94878012569901e-05
Kinetochor_Ybp2--Kinetochor_Ybp2	Kinetochor_Ybp2	Kinetochor_Ybp2	Uncharacterisedproteinfamily,YAP/Alf4/glomulin	Uncharacterisedproteinfamily,YAP/Alf4/glomulin	1	4.94878012569901e-05
Kinocilin--Kinocilin	Kinocilin	Kinocilin	Kinocilinprotein	Kinocilinprotein	1	4.94878012569901e-05
Kri1--Kri1_C	Kri1	Kri1_C	KRI1-likefamily	KRI1-likefamilyC-terminal	1	4.94878012569901e-05
CUB--Kringle	CUB	Kringle	CUBdomain	Kringledomain	2	9.89756025139803e-05
EGF--Kringle	EGF	Kringle	EGF-likedomain	Kringledomain	4	0.000197951205027961
Fz--Kringle	Fz	Kringle	Fzdomain	Kringledomain	2	9.89756025139803e-05
Gla--Kringle	Gla	Kringle	VitaminK-dependentcarboxylation/gamma-carboxyglutamic(GLA)domain	Kringledomain	1	4.94878012569901e-05
I-set--Kringle	I-set	Kringle	ImmunoglobulinI-setdomain	Kringledomain	2	9.89756025139803e-05
Kringle--Kringle	Kringle	Kringle	Kringledomain	Kringledomain	6	0.000296926807541941
fn1--Kringle	fn1	Kringle	FibronectintypeIdomain	Kringledomain	3	0.00014846340377097
fn2--Kringle	fn2	Kringle	FibronectintypeIIdomain	Kringledomain	2	9.89756025139803e-05
Ku--Ku_C	Ku	Ku_C	Ku70/Ku80beta-barreldomain	Ku70/Ku80C-terminalarm	2	9.89756025139803e-05
Ku--Ku_N	Ku	Ku_N	Ku70/Ku80beta-barreldomain	Ku70/Ku80N-terminalalpha/betadomain	2	9.89756025139803e-05
Ku_C--Ku_N	Ku_C	Ku_N	Ku70/Ku80C-terminalarm	Ku70/Ku80N-terminalalpha/betadomain	2	9.89756025139803e-05
Ku--Ku_PK_bind	Ku	Ku_PK_bind	Ku70/Ku80beta-barreldomain	KuCterminaldomainlike	1	4.94878012569901e-05
Ku_C--Ku_PK_bind	Ku_C	Ku_PK_bind	Ku70/Ku80C-terminalarm	KuCterminaldomainlike	1	4.94878012569901e-05
Ku_N--Ku_PK_bind	Ku_N	Ku_PK_bind	Ku70/Ku80N-terminalalpha/betadomain	KuCterminaldomainlike	1	4.94878012569901e-05
ADAM_spacer1--Kunitz_BPTI	ADAM_spacer1	Kunitz_BPTI	ADAM-TSSpacer1	Kunitz/Bovinepancreatictrypsininhibitordomain	1	4.94878012569901e-05
APP_Cu_bd--Kunitz_BPTI	APP_Cu_bd	Kunitz_BPTI	Copper-bindingofamyloidprecursor,CuBD	Kunitz/Bovinepancreatictrypsininhibitordomain	2	9.89756025139803e-05
APP_E2--Kunitz_BPTI	APP_E2	Kunitz_BPTI	E2domainofamyloidprecursorprotein	Kunitz/Bovinepancreatictrypsininhibitordomain	2	9.89756025139803e-05
APP_N--Kunitz_BPTI	APP_N	Kunitz_BPTI	AmyloidA4N-terminalheparin-binding	Kunitz/Bovinepancreatictrypsininhibitordomain	2	9.89756025139803e-05
APP_amyloid--Kunitz_BPTI	APP_amyloid	Kunitz_BPTI	Beta-amyloidprecursorproteinC-terminus	Kunitz/Bovinepancreatictrypsininhibitordomain	2	9.89756025139803e-05
Beta-APP--Kunitz_BPTI	Beta-APP	Kunitz_BPTI	Beta-amyloidpeptide(beta-APP)	Kunitz/Bovinepancreatictrypsininhibitordomain	1	4.94878012569901e-05
